regime,ema_state,ema_slope,swing,rsi_state,stoch_state,atr_state,vwap_state,direction,params,n,wins,wr,exp_R
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR21,31,18,0.5806,0.7419
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR21,93,54,0.5806,0.7419
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA21_RSI14_SK21SS5SD5_ATR14,31,18,0.5806,0.7419
bear,-1,-1,0,weak,strong,neutral,1,SHORT,EMA100_RSI14_SK21SS5SD5_ATR14,31,18,0.5806,0.7419
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA100_RSI7_SK21SS5SD5_ATR14,31,18,0.5806,0.7419
bull,1,1,0,overbought,strong,neutral,1,LONG,EMA21_RSI7_SK5SS3SD3_ATR21,93,54,0.5806,0.7419
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA21_RSI21_SK5SS3SD3_ATR21,31,18,0.5806,0.7419
bull,-1,-1,0,weak,weak,neutral,1,SHORT,EMA100_RSI14_SK5SS3SD3_ATR21,31,18,0.5806,0.7419
bull,1,1,0,weak,strong,expansion,-1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR14,31,18,0.5806,0.7419
bear,-1,-1,0,weak,weak,expansion,-1,LONG,EMA21_RSI7_SK14SS3SD3_ATR14,31,18,0.5806,0.7419
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA200_RSI14_SK14SS3SD3_ATR21,31,18,0.5806,0.7419
bull,1,1,1,strong,overbought,neutral,1,LONG,EMA21_RSI14_SK14SS3SD3_ATR14,31,18,0.5806,0.7419
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR14,93,54,0.5806,0.7419
bull,1,1,1,strong,weak,neutral,1,LONG,EMA100_RSI7_SK5SS3SD3_ATR14,143,83,0.5804,0.7413
bull,1,1,1,strong,weak,neutral,1,LONG,EMA200_RSI7_SK5SS3SD3_ATR7,131,76,0.5802,0.7405
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR21,100,58,0.58,0.74
bull,1,1,1,strong,weak,neutral,1,LONG,EMA100_RSI7_SK5SS3SD3_ATR21,150,87,0.58,0.74
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA21_RSI7_SK5SS3SD3_ATR7,50,29,0.58,0.74
bear,-1,-1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR14,100,58,0.58,0.74
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR14,88,51,0.5795,0.7386
bull,-1,-1,0,weak,strong,neutral,1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR21,38,22,0.5789,0.7368
bull,1,1,-1,strong,strong,neutral,1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR21,38,22,0.5789,0.7368
bull,1,1,1,strong,overbought,neutral,1,LONG,EMA100_RSI21_SK14SS3SD3_ATR7,38,22,0.5789,0.7368
bull,1,1,0,overbought,strong,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR21,57,33,0.5789,0.7368
bull,-1,-1,0,strong,weak,neutral,-1,LONG,EMA200_RSI7_SK14SS3SD3_ATR21,38,22,0.5789,0.7368
bear,-1,-1,0,weak,strong,neutral,1,SHORT,EMA100_RSI7_SK21SS5SD5_ATR21,57,33,0.5789,0.7368
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI14_SK21SS5SD5_ATR14,95,55,0.5789,0.7368
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR14,57,33,0.5789,0.7368
bull,1,1,0,weak,weak,neutral,1,SHORT,EMA21_RSI14_SK5SS3SD3_ATR21,57,33,0.5789,0.7368
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI14_SK5SS3SD3_ATR21,57,33,0.5789,0.7368
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI14_SK21SS5SD5_ATR14,102,59,0.5784,0.7353
bull,1,1,1,strong,strong,neutral,1,LONG,EMA50_RSI14_SK5SS3SD3_ATR21,147,85,0.5782,0.7347
bull,1,1,1,strong,strong,neutral,1,LONG,EMA200_RSI14_SK5SS3SD3_ATR14,147,85,0.5782,0.7347
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR21,64,37,0.5781,0.7344
bull,1,1,0,overbought,strong,neutral,1,LONG,EMA21_RSI7_SK5SS3SD3_ATR7,64,37,0.5781,0.7344
bull,1,1,1,strong,strong,neutral,1,LONG,EMA100_RSI14_SK5SS3SD3_ATR21,154,89,0.5779,0.7338
bear,-1,-1,0,weak,oversold,neutral,-1,SHORT,EMA100_RSI21_SK14SS3SD3_ATR7,26,15,0.5769,0.7308
bear,-1,-1,0,strong,strong,expansion,1,LONG,EMA200_RSI21_SK5SS3SD3_ATR7,26,15,0.5769,0.7308
bull,-1,-1,1,strong,strong,neutral,1,LONG,EMA100_RSI21_SK5SS3SD3_ATR14,26,15,0.5769,0.7308
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA21_RSI14_SK14SS3SD3_ATR14,26,15,0.5769,0.7308
bear,-1,-1,0,strong,weak,neutral,-1,LONG,EMA200_RSI21_SK14SS3SD3_ATR21,26,15,0.5769,0.7308
bear,-1,-1,0,strong,weak,neutral,-1,LONG,EMA200_RSI21_SK14SS3SD3_ATR14,26,15,0.5769,0.7308
bull,1,1,1,weak,weak,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR7,52,30,0.5769,0.7308
bear,1,1,1,weak,weak,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR21,26,15,0.5769,0.7308
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR14,26,15,0.5769,0.7308
bear,-1,-1,-1,weak,oversold,neutral,-1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR14,26,15,0.5769,0.7308
bull,1,1,1,strong,strong,neutral,1,LONG,EMA200_RSI14_SK5SS3SD3_ATR21,156,90,0.5769,0.7308
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA100_RSI7_SK14SS3SD3_ATR7,26,15,0.5769,0.7308
bull,-1,-1,1,strong,strong,neutral,1,LONG,EMA200_RSI21_SK5SS3SD3_ATR21,26,15,0.5769,0.7308
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA100_RSI21_SK21SS5SD5_ATR21,26,15,0.5769,0.7308
bull,-1,-1,0,weak,strong,neutral,1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR21,26,15,0.5769,0.7308
bear,1,1,1,overbought,strong,neutral,1,LONG,EMA50_RSI7_SK5SS3SD3_ATR21,26,15,0.5769,0.7308
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR21,26,15,0.5769,0.7308
bull,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR7,26,15,0.5769,0.7308
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA50_RSI7_SK21SS5SD5_ATR7,104,60,0.5769,0.7308
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI7_SK21SS5SD5_ATR21,52,30,0.5769,0.7308
bull,-1,-1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI21_SK21SS5SD5_ATR7,26,15,0.5769,0.7308
bull,1,1,0,weak,weak,neutral,1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR7,26,15,0.5769,0.7308
bear,-1,-1,-1,weak,oversold,neutral,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR7,26,15,0.5769,0.7308
bull,-1,-1,-1,weak,weak,expansion,-1,SHORT,EMA50_RSI21_SK5SS3SD3_ATR14,26,15,0.5769,0.7308
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA21_RSI7_SK5SS3SD3_ATR21,111,64,0.5766,0.7297
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI21_SK21SS5SD5_ATR14,85,49,0.5765,0.7294
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA50_RSI7_SK21SS5SD5_ATR14,118,68,0.5763,0.7288
bull,1,1,0,weak,strong,neutral,1,SHORT,EMA100_RSI7_SK21SS5SD5_ATR7,125,72,0.576,0.728
bull,1,1,1,strong,overbought,neutral,1,LONG,EMA21_RSI14_SK14SS3SD3_ATR21,33,19,0.5758,0.7273
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA100_RSI7_SK21SS5SD5_ATR21,33,19,0.5758,0.7273
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA50_RSI7_SK21SS5SD5_ATR21,33,19,0.5758,0.7273
bull,-1,-1,0,weak,strong,neutral,1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR7,66,38,0.5758,0.7273
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA21_RSI14_SK21SS5SD5_ATR21,33,19,0.5758,0.7273
bull,-1,-1,0,overbought,strong,neutral,1,LONG,EMA50_RSI7_SK5SS3SD3_ATR21,33,19,0.5758,0.7273
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA100_RSI14_SK14SS3SD3_ATR14,33,19,0.5758,0.7273
bear,-1,-1,0,weak,strong,neutral,1,SHORT,EMA200_RSI14_SK21SS5SD5_ATR14,33,19,0.5758,0.7273
bull,-1,-1,1,strong,strong,neutral,1,LONG,EMA50_RSI21_SK5SS3SD3_ATR14,33,19,0.5758,0.7273
bull,1,1,1,strong,strong,neutral,1,LONG,EMA50_RSI14_SK5SS3SD3_ATR14,139,80,0.5755,0.7266
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI21_SK21SS5SD5_ATR7,73,42,0.5753,0.726
bull,-1,-1,0,weak,strong,neutral,1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR14,73,42,0.5753,0.726
bull,1,1,1,strong,strong,neutral,1,LONG,EMA100_RSI14_SK5SS3SD3_ATR14,146,84,0.5753,0.726
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR7,73,42,0.5753,0.726
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA100_RSI14_SK5SS3SD3_ATR7,40,23,0.575,0.725
bear,-1,-1,0,weak,weak,neutral,1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR14,40,23,0.575,0.725
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR7,80,46,0.575,0.725
bull,-1,-1,0,strong,strong,neutral,-1,LONG,EMA200_RSI7_SK5SS3SD3_ATR14,40,23,0.575,0.725
bull,-1,-1,0,weak,weak,neutral,1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR14,47,27,0.5745,0.7234
bull,-1,-1,0,strong,weak,neutral,-1,LONG,EMA100_RSI7_SK14SS3SD3_ATR21,47,27,0.5745,0.7234
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR21,47,27,0.5745,0.7234
bear,-1,-1,0,weak,strong,neutral,1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR21,47,27,0.5745,0.7234
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA100_RSI14_SK21SS5SD5_ATR7,47,27,0.5745,0.7234
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR7,47,27,0.5745,0.7234
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI21_SK5SS3SD3_ATR14,101,58,0.5743,0.7228
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR14,101,58,0.5743,0.7228
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA100_RSI7_SK14SS3SD3_ATR21,101,58,0.5743,0.7228
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR7,54,31,0.5741,0.7222
bull,1,1,0,weak,strong,neutral,1,SHORT,EMA200_RSI14_SK21SS5SD5_ATR7,54,31,0.5741,0.7222
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR21,54,31,0.5741,0.7222
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA100_RSI14_SK5SS3SD3_ATR7,54,31,0.5741,0.7222
bull,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI14_SK5SS3SD3_ATR14,169,97,0.574,0.7219
bull,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI14_SK5SS3SD3_ATR21,176,101,0.5739,0.7216
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA21_RSI7_SK5SS3SD3_ATR14,61,35,0.5738,0.7213
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI14_SK5SS3SD3_ATR21,61,35,0.5738,0.7213
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA200_RSI14_SK5SS3SD3_ATR7,61,35,0.5738,0.7213
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA100_RSI7_SK14SS3SD3_ATR14,96,55,0.5729,0.7187
bull,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI21_SK5SS3SD3_ATR21,192,110,0.5729,0.7187
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA100_RSI7_SK21SS5SD5_ATR21,138,79,0.5725,0.7174
bull,1,1,0,weak,strong,neutral,1,SHORT,EMA100_RSI7_SK21SS5SD5_ATR14,138,79,0.5725,0.7174
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI14_SK14SS3SD3_ATR7,42,24,0.5714,0.7143
bull,1,1,1,strong,strong,expansion,1,LONG,EMA100_RSI21_SK14SS3SD3_ATR14,21,12,0.5714,0.7143
bull,1,1,1,strong,strong,expansion,1,LONG,EMA50_RSI21_SK14SS3SD3_ATR14,21,12,0.5714,0.7143
bull,1,1,1,strong,weak,neutral,1,LONG,EMA21_RSI14_SK5SS3SD3_ATR14,189,108,0.5714,0.7143
bull,-1,-1,0,weak,weak,neutral,1,SHORT,EMA50_RSI21_SK21SS5SD5_ATR7,21,12,0.5714,0.7143
bull,1,1,1,weak,weak,neutral,1,LONG,EMA50_RSI7_SK5SS3SD3_ATR14,56,32,0.5714,0.7143
bull,-1,-1,0,oversold,weak,neutral,-1,SHORT,EMA21_RSI7_SK5SS3SD3_ATR7,35,20,0.5714,0.7143
bull,1,1,-1,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR21,21,12,0.5714,0.7143
bull,1,1,1,strong,weak,compression,1,LONG,EMA21_RSI21_SK14SS3SD3_ATR7,21,12,0.5714,0.7143
bull,-1,-1,-1,oversold,weak,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR7,21,12,0.5714,0.7143
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA100_RSI7_SK5SS3SD3_ATR21,42,24,0.5714,0.7143
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI21_SK5SS3SD3_ATR7,84,48,0.5714,0.7143
bull,1,1,0,weak,strong,expansion,-1,LONG,EMA50_RSI21_SK5SS3SD3_ATR7,28,16,0.5714,0.7143
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA200_RSI7_SK21SS5SD5_ATR7,126,72,0.5714,0.7143
bull,1,1,0,weak,strong,neutral,1,SHORT,EMA21_RSI14_SK21SS5SD5_ATR7,35,20,0.5714,0.7143
bear,1,1,0,weak,strong,neutral,-1,SHORT,EMA200_RSI14_SK21SS5SD5_ATR21,21,12,0.5714,0.7143
bear,1,1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR7,21,12,0.5714,0.7143
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR21,98,56,0.5714,0.7143
bull,-1,-1,0,overbought,strong,neutral,1,LONG,EMA200_RSI7_SK14SS3SD3_ATR14,21,12,0.5714,0.7143
bull,-1,-1,0,overbought,strong,neutral,1,LONG,EMA50_RSI7_SK14SS3SD3_ATR7,21,12,0.5714,0.7143
bull,1,1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI14_SK5SS3SD3_ATR14,21,12,0.5714,0.7143
bull,1,1,-1,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK21SS5SD5_ATR21,21,12,0.5714,0.7143
bull,1,1,0,overbought,strong,expansion,1,LONG,EMA200_RSI7_SK14SS3SD3_ATR7,21,12,0.5714,0.7143
bull,1,1,0,weak,strong,neutral,1,SHORT,EMA100_RSI7_SK21SS5SD5_ATR21,147,84,0.5714,0.7143
bear,-1,-1,0,strong,strong,expansion,1,LONG,EMA100_RSI14_SK5SS3SD3_ATR7,21,12,0.5714,0.7143
bull,-1,-1,0,weak,strong,expansion,-1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR14,28,16,0.5714,0.7143
range,1,1,0,weak,weak,neutral,-1,LONG,EMA21_RSI21_SK5SS3SD3_ATR7,21,12,0.5714,0.7143
range,1,1,0,strong,strong,neutral,1,LONG,EMA21_RSI21_SK21SS5SD5_ATR7,21,12,0.5714,0.7143
range,1,1,0,strong,strong,neutral,1,LONG,EMA50_RSI21_SK21SS5SD5_ATR7,21,12,0.5714,0.7143
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA100_RSI14_SK5SS3SD3_ATR21,70,40,0.5714,0.7143
bear,-1,-1,1,weak,weak,neutral,1,LONG,EMA200_RSI7_SK5SS3SD3_ATR7,21,12,0.5714,0.7143
bull,-1,-1,0,strong,weak,neutral,-1,LONG,EMA200_RSI7_SK5SS3SD3_ATR14,28,16,0.5714,0.7143
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA21_RSI14_SK14SS3SD3_ATR21,28,16,0.5714,0.7143
bull,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI7_SK5SS3SD3_ATR7,119,68,0.5714,0.7143
bull,1,1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI14_SK5SS3SD3_ATR21,21,12,0.5714,0.7143
bull,-1,-1,-1,weak,weak,expansion,-1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR7,21,12,0.5714,0.7143
bear,1,1,0,strong,weak,neutral,-1,LONG,EMA50_RSI7_SK14SS3SD3_ATR7,28,16,0.5714,0.7143
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI14_SK5SS3SD3_ATR14,56,32,0.5714,0.7143
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA50_RSI21_SK21SS5SD5_ATR7,21,12,0.5714,0.7143
bear,1,1,0,strong,strong,neutral,-1,LONG,EMA21_RSI7_SK5SS3SD3_ATR7,21,12,0.5714,0.7143
bull,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR21,21,12,0.5714,0.7143
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR21,77,44,0.5714,0.7143
bull,1,1,1,strong,strong,compression,1,LONG,EMA200_RSI21_SK21SS5SD5_ATR7,21,12,0.5714,0.7143
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI21_SK21SS5SD5_ATR21,70,40,0.5714,0.7143
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA200_RSI14_SK14SS3SD3_ATR14,28,16,0.5714,0.7143
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA100_RSI14_SK21SS5SD5_ATR21,21,12,0.5714,0.7143
bull,-1,-1,0,oversold,oversold,neutral,-1,SHORT,EMA50_RSI7_SK21SS5SD5_ATR7,21,12,0.5714,0.7143
bull,1,1,1,weak,weak,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR21,56,32,0.5714,0.7143
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA100_RSI21_SK14SS3SD3_ATR21,42,24,0.5714,0.7143
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA200_RSI7_SK21SS5SD5_ATR7,21,12,0.5714,0.7143
bull,1,1,-1,oversold,weak,neutral,-1,SHORT,EMA100_RSI7_SK14SS3SD3_ATR21,28,16,0.5714,0.7143
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA200_RSI21_SK5SS3SD3_ATR7,21,12,0.5714,0.7143
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA200_RSI7_SK14SS3SD3_ATR14,28,16,0.5714,0.7143
bear,1,1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI14_SK5SS3SD3_ATR7,21,12,0.5714,0.7143
bull,1,1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR21,21,12,0.5714,0.7143
bear,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA21_RSI7_SK14SS3SD3_ATR21,21,12,0.5714,0.7143
bull,-1,-1,0,strong,strong,neutral,-1,LONG,EMA50_RSI14_SK21SS5SD5_ATR21,21,12,0.5714,0.7143
bull,1,1,1,weak,weak,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR14,56,32,0.5714,0.7143
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI21_SK21SS5SD5_ATR21,98,56,0.5714,0.7143
bear,-1,-1,-1,weak,oversold,neutral,-1,SHORT,EMA100_RSI21_SK21SS5SD5_ATR21,28,16,0.5714,0.7143
bull,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR14,35,20,0.5714,0.7143
bull,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA50_RSI21_SK21SS5SD5_ATR14,35,20,0.5714,0.7143
bull,-1,-1,0,weak,strong,neutral,1,SHORT,EMA50_RSI7_SK5SS3SD3_ATR14,42,24,0.5714,0.7143
bull,1,1,1,weak,weak,neutral,-1,LONG,EMA50_RSI21_SK21SS5SD5_ATR14,21,12,0.5714,0.7143
bear,-1,-1,-1,weak,oversold,neutral,-1,SHORT,EMA50_RSI21_SK21SS5SD5_ATR21,28,16,0.5714,0.7143
bull,-1,-1,-1,strong,strong,neutral,-1,SHORT,EMA21_RSI7_SK21SS5SD5_ATR21,35,20,0.5714,0.7143
bear,-1,-1,1,strong,strong,neutral,1,LONG,EMA21_RSI21_SK14SS3SD3_ATR21,35,20,0.5714,0.7143
range,1,1,0,weak,weak,neutral,-1,LONG,EMA21_RSI14_SK5SS3SD3_ATR7,21,12,0.5714,0.7143
bull,1,1,0,overbought,strong,neutral,1,LONG,EMA50_RSI7_SK5SS3SD3_ATR14,84,48,0.5714,0.7143
bull,-1,-1,1,strong,weak,neutral,1,LONG,EMA100_RSI14_SK14SS3SD3_ATR7,28,16,0.5714,0.7143
bull,1,1,-1,strong,strong,neutral,1,SHORT,EMA21_RSI21_SK5SS3SD3_ATR14,21,12,0.5714,0.7143
bear,-1,-1,0,overbought,strong,neutral,1,LONG,EMA100_RSI7_SK14SS3SD3_ATR14,21,12,0.5714,0.7143
bear,-1,-1,0,weak,weak,expansion,-1,SHORT,EMA100_RSI21_SK5SS3SD3_ATR14,21,12,0.5714,0.7143
bull,1,1,1,strong,weak,neutral,1,LONG,EMA50_RSI21_SK5SS3SD3_ATR14,184,105,0.5707,0.712
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA200_RSI7_SK21SS5SD5_ATR21,149,85,0.5705,0.7114
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA50_RSI21_SK5SS3SD3_ATR21,107,61,0.5701,0.7103
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI14_SK21SS5SD5_ATR7,79,45,0.5696,0.7089
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA200_RSI14_SK5SS3SD3_ATR14,72,41,0.5694,0.7083
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI14_SK14SS3SD3_ATR14,72,41,0.5694,0.7083
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA100_RSI21_SK14SS3SD3_ATR7,65,37,0.5692,0.7077
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI21_SK5SS3SD3_ATR14,65,37,0.5692,0.7077
bull,1,1,1,strong,strong,neutral,1,LONG,EMA100_RSI14_SK5SS3SD3_ATR7,130,74,0.5692,0.7077
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA100_RSI14_SK5SS3SD3_ATR14,65,37,0.5692,0.7077
bull,1,1,1,weak,weak,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR14,58,33,0.569,0.7069
bull,1,1,1,strong,weak,neutral,1,LONG,EMA100_RSI14_SK5SS3SD3_ATR14,174,99,0.569,0.7069
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR21,58,33,0.569,0.7069
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI14_SK5SS3SD3_ATR21,58,33,0.569,0.7069
bull,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI14_SK14SS3SD3_ATR21,58,33,0.569,0.7069
bull,1,1,1,weak,weak,neutral,1,LONG,EMA21_RSI7_SK14SS3SD3_ATR21,58,33,0.569,0.7069
bull,1,1,-1,weak,weak,neutral,-1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR21,109,62,0.5688,0.7064
bear,1,1,0,strong,weak,neutral,1,LONG,EMA21_RSI7_SK21SS5SD5_ATR21,51,29,0.5686,0.7059
bull,-1,-1,0,weak,strong,neutral,1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR14,51,29,0.5686,0.7059
bull,-1,-1,0,weak,weak,neutral,1,SHORT,EMA50_RSI7_SK14SS3SD3_ATR21,51,29,0.5686,0.7059
bear,-1,-1,0,weak,strong,neutral,1,SHORT,EMA200_RSI7_SK14SS3SD3_ATR7,44,25,0.5682,0.7045
bull,-1,-1,0,strong,weak,neutral,-1,LONG,EMA100_RSI7_SK14SS3SD3_ATR14,44,25,0.5682,0.7045
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA50_RSI14_SK5SS3SD3_ATR7,44,25,0.5682,0.7045
bull,1,1,1,strong,strong,neutral,1,LONG,EMA200_RSI14_SK5SS3SD3_ATR7,132,75,0.5682,0.7045
bull,1,1,0,strong,weak,neutral,-1,LONG,EMA50_RSI14_SK21SS5SD5_ATR14,44,25,0.5682,0.7045
bull,1,1,-1,strong,strong,neutral,1,SHORT,EMA200_RSI7_SK5SS3SD3_ATR21,37,21,0.5676,0.7027
bear,-1,-1,0,strong,weak,neutral,-1,LONG,EMA50_RSI7_SK5SS3SD3_ATR7,37,21,0.5676,0.7027
bull,1,1,-1,weak,strong,neutral,-1,SHORT,EMA21_RSI21_SK14SS3SD3_ATR7,37,21,0.5676,0.7027
bear,-1,-1,0,weak,weak,neutral,1,SHORT,EMA100_RSI14_SK5SS3SD3_ATR21,37,21,0.5676,0.7027
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA50_RSI21_SK14SS3SD3_ATR21,37,21,0.5676,0.7027
bull,-1,-1,0,strong,weak,neutral,1,LONG,EMA50_RSI7_SK21SS5SD5_ATR7,37,21,0.5676,0.7027
bull,1,1,0,strong,strong,neutral,-1,LONG,EMA21_RSI7_SK5SS3SD3_ATR14,104,59,0.5673,0.7019
bear,-1,-1,-1,weak,weak,neutral,-1,SHORT,EMA50_RSI21_SK21SS5SD5_ATR14,97,55,0.567,0.701
